Reaction ID,Reaction name,Reaction equation,EC number,Enzyme molar mass [g/mol],Turnover number (kcat) [1/s]
I2FE2SS,ISC [2Fe-2S] Synthesis,2 iscssh_c + fadh2_c + 2 fe2_c + iscu_c  -> 6 h_c + iscu_2fe2s_c + 2 iscs_c + fad_c ,2.8.1.7,58918.27,0.5
I2FE2SS2,ISC [2Fe-2S] Synthesis II,2 iscssh_c + iscu_2fe2s_c + fadh2_c + 2 fe2_c  -> 6 h_c + iscu_2fe2s2_c + 2 iscs_c + fad_c ,2.8.1.7,58918.27,0.5
I2FE2SR,ISC [2Fe-2S] regeneration,iscssh_c + 2fe1s_c + iscu_c  -> 4 h_c + iscu_2fe2s_c + iscs_c ,2.8.1.7,58918.27,0.5
L_LACt2rpp_f,L-lactate reversible transport via proton symport (periplasm),h_p + lac__L_p  -> h_c + lac__L_c ,,59042.635,22
GLYCLTt2rpp_f,"Glycolate transport via proton symport, reversible (periplasm)",h_p + glyclt_p  -> h_c + glyclt_c ,,59042.635,22
D_LACt2pp_f,D-lactate transport via proton symport (periplasm),h_p + lac__D_p  -> h_c + lac__D_c ,,59042.635,22
L_LACt2rpp_b,L-lactate reversible transport via proton symport (periplasm),h_c + lac__L_c  -> h_p + lac__L_p ,,59042.635,22
GLYCLTt2rpp_b,"Glycolate transport via proton symport, reversible (periplasm)",h_c + glyclt_c  -> h_p + glyclt_p ,,59042.635,22
D_LACt2pp_b,D-lactate transport via proton symport (periplasm),h_c + lac__D_c  -> h_p + lac__D_p ,,59042.635,22
DHBS,"2,3-dihydroxybenzoate adenylate synthase",h_c + atp_c + 23dhb_c  -> 23dhba_c + ppi_c ,2.7.7.58,59110.41,5.665
ACt4pp,Na+/Acetate symport (periplasm),na1_p + ac_p  -> ac_c + na1_c ,,59195.62,22
GLYCLTt4pp,Glycolate transport via sodium symport (periplasm),na1_p + glyclt_p  -> glyclt_c + na1_c ,,59195.62,22
FMNRx2,FMN reductase,h_c + fmn_c + nadph_c  -> nadp_c + fmnh2_c ,1.8.1.2,59246.63,263.2083333
NTPTP1,Nucleoside triphosphate tripolyhydrolase,h2o_c + dgtp_c  -> pppi_c + dgsn_c ,3.1.5.1,59381.11,4000
NTPTP2,Nucleoside triphosphate tripolyhydrolase,h2o_c + gtp_c  -> pppi_c + gsn_c ,3.1.5.1,59381.11,4000
ASPtpp_f,L-aspartate uptake via facillitated diffusion,asp__L_p  -> asp__L_c ,,59427.58,100000000
FUMt1pp_f,Fumarate transport via diffusion in (periplasm),fum_p  -> fum_c ,,59427.58,100000000
SUCCt1pp_f,Succinate transport via diffusion in (periplasm),succ_p  -> succ_c ,,59427.58,100000000
ASPtpp_b,L-aspartate uptake via facillitated diffusion,asp__L_c  -> asp__L_p ,,59427.58,100000000
FUMt1pp_b,Fumarate transport via diffusion in (periplasm),fum_c  -> fum_p ,,59427.58,100000000
SUCCt1pp_b,Succinate transport via diffusion in (periplasm),succ_c  -> succ_p ,,59427.58,100000000
PItpp,Phosphate export via facillated diffusion (periplasm),pi_c  -> pi_p ,,59465.4,100000000
PPCK,Phosphoenolpyruvate carboxykinase,atp_c + oaa_c  -> pep_c + adp_c + co2_c ,4.1.1.49,59641.53,38
PYROX,Pyrimidine oxygenase,h_c + o2_c + ura_c + nadh_c  -> uracp_c + nad_c ,1.5.1.42,59948.3,15.5
DTARTD,D(-)-tartrate dehydratase,tartr__D_c  -> h2o_c + oaa_c ,4.2.1.2,60103.59,1149.5
3NTD7pp,3'-nucleotidase (AMP) (periplasm),h2o_p + 3amp_p  -> adn_p + pi_p ,3.1.3.6,60133.55,9.84
3NTD2pp,3'-nucleotidase (UMP) (periplasm),h2o_p + 3ump_p  -> uri_p + pi_p ,"3.1.3.1, 3.1.3.6, 3.1.4.16",60133.55,16.82333333
3NTD9pp,3'-nucleotidase (GMP) (periplasm),h2o_p + 3gmp_p  -> gsn_p + pi_p ,"3.1.3.1, 3.1.3.6, 3.1.4.16",60133.55,16.82333333
SCYSDS,SUF Cysteine desulfuration,cys__L_c + sufse_c  -> sufsesh_c + ala__L_c ,2.8.1.7,60214.42,0.5
MDH3,Malate dehydrogenase (menaquinone 8 as acceptor),mal__L_c + mqn8_c  -> mql8_c + oaa_c ,1.1.5.4,60227.76,138.5
MDH2,Malate dehydrogenase (ubiquinone 8 as acceptor),mal__L_c + q8_c  -> q8h2_c + oaa_c ,1.1.5.4,60227.76,138.5
ASPO3,L-aspartate oxidase,asp__L_c + q8_c  -> h_c + q8h2_c + iasp_c ,1.4.3.16,60335.59,0.267
ASPO5,L-aspartate oxidase,asp__L_c + fum_c  -> h_c + iasp_c + succ_c ,1.4.3.16,60335.59,0.267
ASPO4,L-aspartate oxidase,asp__L_c + mqn8_c  -> h_c + iasp_c + mql8_c ,1.4.3.16,60335.59,0.267
ASPO6,L-aspartate oxidase,asp__L_c + o2_c  -> h_c + h2o2_c + iasp_c ,1.4.3.16,60335.59,0.267
CTPS2,CTP synthase (glutamine),atp_c + utp_c + gln__L_c + h2o_c  -> 2 h_c + ctp_c + adp_c + pi_c + glu__L_c ,6.3.4.2,60372.31,3.851
MECDPDH5,"2C-methyl-D-erythritol 2,4 cyclodiphosphate dehydratase",h_c + 2 flxr_c + 2mecdp_c  -> h2o_c + 2 flxso_c + h2mb4p_c ,1.17.7.3,60382.335,3.7
OXCDC,Oxalyl-CoA decarboxylase,h_c + oxalcoa_c  -> forcoa_c + co2_c ,4.1.1.8,60579.48,60.7
PDE1,"3',5'-cyclic-nucleotide phosphodiesterase",h2o_c + camp_c  -> h_c + amp_c ,3.1.4.53,60597.45,0.000945
UDPGALPpp,UDPgalactose pyrophosphohydrolase,h2o_p + udpgal_p  -> gal1p_p + 2 h_p + ump_p ,3.6.1.45,60822.1,405
UACGAMPpp,UDP-N-acetyl-D-glucosamine pyrophosphohydrolase (periplasm),h2o_p + uacgam_p  -> 2 h_p + acgam1p_p + ump_p ,3.6.1.45,60822.1,405
UACGALPpp,UDP-N-acetyl-D-galactosamine pyrophosphohydrolase (periplasm),h2o_p + udpacgal_p  -> 2 h_p + acgal1p_p + ump_p ,3.6.1.45,60822.1,405
UGLCURPpp,UDP-D-glucuronate pyrophosphohydrolase (periplasm),h2o_p + udpglcur_p  -> 2 h_p + glcur1p_p + ump_p ,"3.1.3.5, 3.6.1.45",60822.1,207.42
UDPGPpp,UDPglucose pyrophosphohydrolase,h2o_p + udpg_p  -> 2 h_p + g1p_p + ump_p ,3.6.1.45,60822.1,71
RBK_L1,L-ribulokinase (L-ribulose),atp_c + rbl__L_c  -> h_c + adp_c + ru5p__L_c ,2.7.1.16,61087.75,40.42
INOSTO_f,Myo-Inositol:oxygen oxidoreductase,o2_c + inost_c  -> h_c + glcur_c + h2o_c ,1.13.99.1,61162.45,3.7015
INOSTO_b,Myo-Inositol:oxygen oxidoreductase,h_c + glcur_c + h2o_c  -> o2_c + inost_c ,1.13.99.1,61162.45,3.7015
SEPHCHCS,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase,h_c + akg_c + ichor_c  -> 2sephchc_c + co2_c ,2.2.1.9,61365.4,0.0625
PDX5PS,Pyridoxine 5'-phosphate synthase,nad_c + phthr_c + dxyl5p_c  -> h_c + pi_c + pdx5p_c + 2 h2o_c + nadh_c + co2_c ,1.1.1.262,61478.47,1.4
PGI_f,Glucose-6-phosphate isomerase,g6p_c  -> f6p_c ,5.3.1.9,61527.88,923.75
PGI_b,Glucose-6-phosphate isomerase,f6p_c  -> g6p_c ,5.3.1.9,61527.88,5
FACOAL160t2pp,Fatty-acid-CoA ligase (hexadecanoate transport via vectoral Co-A coupling),hdca_p + h_p + atp_c + coa_c  -> h_c + ppi_c + pmtcoa_c + amp_c ,6.2.1.3,61550.725,0.029
FACOAL180t2pp,Fatty-acid-CoA ligase (octadecanoate transport via vectoral Co-A coupling),h_p + atp_c + ocdca_p + coa_c  -> h_c + ppi_c + stcoa_c + amp_c ,6.2.1.3,61550.725,0.029
FACOAL80t2pp,Fatty-acid-CoA ligase (octanoate transport via vectoral Co-A coupling),h_p + atp_c + octa_p + coa_c  -> h_c + occoa_c + ppi_c + amp_c ,6.2.1.3,61550.725,0.029
FACOAL60t2pp,Fatty-acid-CoA ligase (hexanoate transport via vectoral Co-A coupling),h_p + atp_c + hxa_p + coa_c  -> h_c + ppi_c + hxcoa_c + amp_c ,6.2.1.3,61550.725,0.029
FACOAL100t2pp,Fatty-acid-CoA ligase (decanoate transport via vectoral Co-A coupling),h_p + atp_c + coa_c + dca_p  -> h_c + ppi_c + dcacoa_c + amp_c ,6.2.1.3,61550.725,0.029
FACOAL120t2pp,Fatty-acid-CoA ligase (dodecanoate transport via vectoral Co-A coupling),h_p + atp_c + ddca_p + coa_c  -> h_c + ddcacoa_c + ppi_c + amp_c ,6.2.1.3,61550.725,0.029
FACOAL140t2pp,Fatty-acid-CoA ligase (tetradecanoate transport via vectoral Co-A coupling),h_p + atp_c + ttdca_p + coa_c  -> h_c + tdcoa_c + ppi_c + amp_c ,6.2.1.3,61550.725,0.029
FACOAL181t2pp,Fatty-acid-CoA ligase (octadecenoate transport via vectoral Co-A coupling),ocdcea_p + h_p + atp_c + coa_c  -> h_c + odecoa_c + ppi_c + amp_c ,6.2.1.3,61550.725,0.029
FACOAL141t2pp,Fatty-acid-CoA ligase (tetradecenoate transport via vectoral Co-A coupling),h_p + atp_c + ttdcea_p + coa_c  -> h_c + tdecoa_c + ppi_c + amp_c ,6.2.1.3,61550.725,0.029
FACOAL161t2pp,Fatty-acid-CoA ligase (hexadecenoate transport via vectoral Co-A coupling),h_p + atp_c + coa_c + hdcea_p  -> h_c + hdcoa_c + ppi_c + amp_c ,6.2.1.3,61550.725,0.029
GTHRDHpp,Glutathione hydralase (periplasmic),h2o_p + gthrd_p  -> cgly_p + glu__L_p ,2.3.2.2,61765.96,21.5
CHOLD,Choline dehydrogenase,nad_c + chol_c  -> h_c + betald_c + nadh_c ,1.1.99.1,61875.67,0.08
POX,Pyruvate oxidase,h2o_c + q8_c + pyr_c  -> ac_c + q8h2_c + co2_c ,1.2.5.1,62009.62,167
INOSTt4pp,Na+/myo-inositol symporter (periplasm),na1_p + inost_p  -> inost_c + na1_c ,,62083.36,22
3HPPPNH,3-(3-hydroxy-phenyl)propionate hydroxylase,h_c + o2_c + 3hpppn_c + nadh_c  -> dhpppn_c + nad_c + h2o_c ,1.14.13.127,62183.86,117.0090215
3HCINNMH,3-hydroxycinnamate hydroxylase,h_c + o2_c + 3hcinnm_c + nadh_c  -> nad_c + dhcinnm_c + h2o_c ,1.14.13.127,62183.86,117.0090215
LA4NTpp,"4-amino-4-deoxy-L-arabinotransferase (LPS lipid A modification, periplasmic face of membrane))",colipa_p + uLa4n_p  -> udcpp_p + acolipa_p ,2.4.2.43,62540.9,24.0530625
ASNS1,Asparagine synthase (glutamine-hydrolysing),asp__L_c + atp_c + gln__L_c + h2o_c  -> h_c + ppi_c + glu__L_c + asn__L_c + amp_c ,6.3.5.4,62657.07,2.68
ME1,Malic enzyme (NAD),nad_c + mal__L_c  -> pyr_c + nadh_c + co2_c ,1.1.1.38,63195.42,134.4
AMPTASECG,Alanyl aminopeptidase (cys-gly),cgly_c + h2o_c  -> cys__L_c + gly_c ,3.4.11.1,63221.7075,38.75333333
AMPTASEPG,Aminopeptidase (pro-gly),progly_c + h2o_c  -> gly_c + pro__L_c ,3.4.11.2,63221.7075,92
TREHpp,"Alpha,alpha-trehalase (periplasm)",h2o_p + tre_p  -> 2 glc__D_p ,3.2.1.28,63634.69,199
TREH,"Alpha,alpha-trehalase",tre_c + h2o_c  -> 2 glc__D_c ,3.2.1.28,63694.62,199
ADD,Adenine deaminase,h_c + h2o_c + ade_c  -> nh4_c + hxan_c ,3.5.4.2,63737.58,141.2
PETNT161pp,Phosphoethanolamine transferase (c-C16:1),lipa_p + pe161_p  -> 12dgr161_p + enlipa_p ,2.7.8.42,63802.47,1
PETNT181pp,Phosphoethanolamine transferase (c-C16:1),lipa_p + pe181_p  -> 12dgr181_p + enlipa_p ,2.7.8.42,63802.47,1
TRE6PH,Trehalose-6-phosphate hydrolase,h2o_c + tre6p_c  -> glc__D_c + g6p_c ,3.2.1.93,63835.67,72.26175
GLCDpp,Glucose dehydrogenase (ubiquinone-8 as acceptor) (periplasm),h2o_p + q8_c + glc__D_p  -> h_p + glcn_p + q8h2_c ,1.1.5.2,63898.9,3860
CDGUNPD,"3,5-cyclic-nucleotide phosphodiesterase",cdigmp_c + h2o_c  -> h_c + 5pg35pg_c ,3.1.4.52,64169.988,0.000363333
CHLt2pp,Choline transport via proton symport (periplasm),h_p + chol_p  -> h_c + chol_c ,,64359.84,22
LIPAabcpp,Lipid A transport via ABC system (periplasm),lipa_c + atp_c + h2o_c  -> h_c + adp_c + pi_c + lipa_p ,3.6.3.-,64458.75,95.19583333
LIPACabcpp,Lipid (cold) A transport via ABC system (periplasm),atp_c + h2o_c + lipa_cold_c  -> h_c + adp_c + lipa_cold_p + pi_c ,3.6.3.-,64458.75,95.19583333
PG161abcpp,"Phosphatidylglycerol transport via ABC system (n-C16:1, periplasm)",pg161_c + atp_c + h2o_c  -> h_c + adp_c + pi_c + pg161_p ,3.6.3.-,64458.75,95.19583333
PGP120abcpp,"Phosphatidylglycerophosphate transport via ABC system (n-C12:0, periplasm)",atp_c + h2o_c + pgp120_c  -> h_c + adp_c + pi_c + pgp120_p ,3.6.3.-,64458.75,95.19583333
PGP161abcpp,"Phosphatidylglycerophosphate transport via ABC system (n-C16:1, periplasm)",atp_c + pgp161_c + h2o_c  -> h_c + adp_c + pi_c + pgp161_p ,3.6.3.-,64458.75,95.19583333
PGP181abcpp,"Phosphatidylglycerophosphate transport via ABC system (n-C18:1, periplasm)",atp_c + h2o_c + pgp181_c  -> h_c + adp_c + pi_c + pgp181_p ,3.6.3.-,64458.75,95.19583333
PA120abcpp,"Phosphatidate transport via ABC system (n-C12:0, periplasm)",atp_c + h2o_c + pa120_c  -> h_c + adp_c + pi_c + pa120_p ,3.6.3.-,64458.75,95.19583333
PA160abcpp,"Phosphatidate transport via ABC system (n-C16:0, periplasm)",pa160_c + atp_c + h2o_c  -> h_c + adp_c + pi_c + pa160_p ,3.6.3.-,64458.75,95.19583333
PA181abcpp,"Phosphatidate transport via ABC system (n-C18:1, periplasm)",pa181_c + atp_c + h2o_c  -> h_c + adp_c + pi_c + pa181_p ,3.6.3.-,64458.75,95.19583333
PG160abcpp,"Phosphatidylglycerol transport via ABC system (n-C16:0, periplasm)",atp_c + pg160_c + h2o_c  -> h_c + adp_c + pi_c + pg160_p ,3.6.3.-,64458.75,95.19583333
PGP140abcpp,"Phosphatidylglycerophosphate transport via ABC system (n-C14:0, periplasm)",atp_c + pgp140_c + h2o_c  -> h_c + adp_c + pi_c + pgp140_p ,3.6.3.-,64458.75,95.19583333
K2L4Aabcpp,KDO(2)-lipid IV A transport via ABC system (periplasm),atp_c + h2o_c + kdo2lipid4_c  -> h_c + adp_c + pi_c + kdo2lipid4_p ,3.6.3.-,64458.75,95.19583333
COLIPAabcpp,Core oligosaccharide lipid A transport via ABC system (periplasm),atp_c + h2o_c + colipa_c  -> h_c + adp_c + pi_c + colipa_p ,3.6.3.-,64458.75,95.19583333
PE141abcpp,"Phosphatidylethanolamine transport via ABC system (n-C14:1, periplasm)",atp_c + pe141_c + h2o_c  -> h_c + adp_c + pi_c + pe141_p ,3.6.3.-,64458.75,95.19583333
PE160abcpp,"Phosphatidylethanolamine transport via ABC system (n-C16:0, periplasm)",atp_c + pe160_c + h2o_c  -> h_c + adp_c + pi_c + pe160_p ,3.6.3.-,64458.75,95.19583333
PE161abcpp,"Phosphatidylethanolamine transport via ABC system (n-C16:1, periplasm)",atp_c + h2o_c + pe161_c  -> h_c + adp_c + pi_c + pe161_p ,3.6.3.-,64458.75,95.19583333
PG140abcpp,"Phosphatidylglycerol transport via ABC system (n-C14:0, periplasm)",atp_c + h2o_c + pg140_c  -> h_c + adp_c + pi_c + pg140_p ,3.6.3.-,64458.75,95.19583333
PG141abcpp,"Phosphatidylglycerol transport via ABC system (n-C14:1, periplasm)",atp_c + h2o_c + pg141_c  -> h_c + pg141_p + adp_c + pi_c ,3.6.3.-,64458.75,95.19583333
PG180abcpp,"Phosphatidylglycerol transport via ABC system (n-C18:0, periplasm)",atp_c + pg180_c + h2o_c  -> h_c + adp_c + pi_c + pg180_p ,3.6.3.-,64458.75,95.19583333
PG181abcpp,"Phosphatidylglycerol transport via ABC system (n-C18:1, periplasm)",atp_c + h2o_c + pg181_c  -> h_c + adp_c + pi_c + pg181_p ,3.6.3.-,64458.75,95.19583333
PGP141abcpp,"Phosphatidylglycerophosphate transport via ABC system (n-C14:1, periplasm)",pgp141_c + atp_c + h2o_c  -> h_c + adp_c + pi_c + pgp141_p ,3.6.3.-,64458.75,95.19583333
PGP160abcpp,"Phosphatidylglycerophosphate transport via ABC system (n-C16:0, periplasm)",atp_c + pgp160_c + h2o_c  -> h_c + pgp160_p + adp_c + pi_c ,3.6.3.-,64458.75,95.19583333
PGP180abcpp,"Phosphatidylglycerophosphate transport via ABC system (n-C18:0, periplasm)",atp_c + h2o_c + pgp180_c  -> h_c + adp_c + pi_c + pgp180_p ,3.6.3.-,64458.75,95.19583333
PA140abcpp,"Phosphatidate transport via ABC system (n-C14:0, periplasm)",pa140_c + atp_c + h2o_c  -> h_c + adp_c + pi_c + pa140_p ,3.6.3.-,64458.75,95.19583333
PG120abcpp,"Phosphatidylglycerol transport via ABC system (n-C12:0, periplasm)",pg120_c + atp_c + h2o_c  -> h_c + adp_c + pi_c + pg120_p ,3.6.3.-,64458.75,95.19583333
PE140abcpp,"Phosphatidylethanolamine transport via ABC system (n-C14:0, periplasm)",atp_c + h2o_c + pe140_c  -> h_c + pe140_p + adp_c + pi_c ,3.6.3.-,64458.75,95.19583333
PA141abcpp,"Phosphatidate transport via ABC system (n-C14:1, periplasm)",pa141_c + atp_c + h2o_c  -> h_c + adp_c + pi_c + pa141_p ,3.6.3.-,64458.75,95.19583333
PA161abcpp,"Phosphatidate transport via ABC system (n-C16:1, periplasm)",atp_c + pa161_c + h2o_c  -> h_c + adp_c + pi_c + pa161_p ,3.6.3.-,64458.75,95.19583333
PA180abcpp,"Phosphatidate transport via ABC system (n-C18:0, periplasm)",atp_c + h2o_c + pa180_c  -> h_c + adp_c + pi_c + pa180_p ,3.6.3.-,64458.75,95.19583333
PE120abcpp,"Phosphatidylethanolamine transport via ABC system (n-C12:0, periplasm)",atp_c + pe120_c + h2o_c  -> h_c + adp_c + pe120_p + pi_c ,3.6.3.-,64458.75,95.19583333
PE180abcpp,"Phosphatidylethanolamine transport via ABC system (n-C18:0, periplasm)",atp_c + h2o_c + pe180_c  -> h_c + adp_c + pi_c + pe180_p ,3.6.3.-,64458.75,95.19583333
PE181abcpp,"Phosphatidylethanolamine transport via ABC system (n-C18:1, periplasm)",atp_c + pe181_c + h2o_c  -> h_c + adp_c + pi_c + pe181_p ,3.6.3.-,64458.75,95.19583333
LDH_D2,D-lactate dehydrogenase,q8_c + lac__D_c  -> q8h2_c + pyr_c ,1.1.5.12,64610.3,3011
EDD,6-phosphogluconate dehydratase,6pgc_c  -> h2o_c + 2ddg6p_c ,4.2.1.12,64637.11,368.4865
GLXCL,Glyoxalate carboligase,h_c + 2 glx_c  -> 2h3oppan_c + co2_c ,4.1.1.47,64729.94,18.9
ACALD_f,Acetaldehyde dehydrogenase (acetylating),nad_c + coa_c + acald_c  -> h_c + accoa_c + nadh_c ,1.2.1.10,64782.975,15.7
ACALD_b,Acetaldehyde dehydrogenase (acetylating),h_c + accoa_c + nadh_c  -> nad_c + coa_c + acald_c ,1.2.1.10,64782.975,15.7
FCI_f,L-fucose isomerase,fuc__L_c  -> fcl__L_c ,5.3.1.3,64974.73,0.0287
ARABDI_f,L-fucose isomerase,arab__D_c  -> rbl__D_c ,5.3.1.3,64974.73,0.1823
FCI_b,L-fucose isomerase,fcl__L_c  -> fuc__L_c ,5.3.1.3,64974.73,0.0287
ARABDI_b,L-fucose isomerase,rbl__D_c  -> arab__D_c ,5.3.1.3,64974.73,0.0287
ALPATE160pp,"Apolipoprotein N-acyltransferase (phosphatidylethanolamine, periplasm)",alpp_p + pe160_p  -> lpp_p + 2agpe160_p ,2.3.1.-,65369.42,46.80901367
ALPATG160pp,"Apolipoprotein N-acyltransferase (phosphatidylglycerol, periplasm)",alpp_p + pg160_p  -> lpp_p + 2agpg160_p ,2.3.1.-,65369.42,46.80901367
DHAD2,"Dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylpentanoate)",23dhmp_c  -> h2o_c + 3mop_c ,4.2.1.9,65529.57,11.5
DHAD1,"Dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylbutanoate)",23dhmb_c  -> 3mob_c + h2o_c ,4.2.1.9,65529.57,11.5
ALCD2x_f,Alcohol dehydrogenase (ethanol),nad_c + etoh_c  -> h_c + acald_c + nadh_c ,1.1.1.1,65751.495,352.2
ALCD19_f,Alcohol dehydrogenase (glycerol),h_c + glyald_c + nadh_c  -> nad_c + glyc_c ,1.1.1.1,65751.495,153
ALCD2x_b,Alcohol dehydrogenase (ethanol),h_c + acald_c + nadh_c  -> nad_c + etoh_c ,1.1.1.1,65751.495,0.3
ALCD19_b,Alcohol dehydrogenase (glycerol),nad_c + glyc_c  -> h_c + glyald_c + nadh_c ,1.1.1.1,65751.495,1
CUt2pp,Copper transport out via permease (no H+),cu_c  -> cu_p ,,66326.29143,22
MEPNabcpp,Methylpshophonic acid abc transporter,mepn_p + atp_c + h2o_c  -> h_c + mepn_c + adp_c + pi_c ,3.6.3.28,66781.18,95.19583333
PUACGAMtr,"Transport of poly-?-1,6-N-acetyl-D-glucosamine (poly-?-1,6-N-acetyl-D-glucosamine synthase)",puacgam_c  -> puacgam_p ,2.4.1.-,66827.79,18.3185
PUACGAMS_f,"Poly-?-1,6-N-acetyl-D-glucosamine synthase",puacgam_c + udp_c  -> uacgam_c ,2.4.1.-,66827.79,35.875
PUACGAMS_b,"Poly-?-1,6-N-acetyl-D-glucosamine synthase",uacgam_c  -> puacgam_c + udp_c ,2.4.1.-,66827.79,0.338783333
GF6PTA,Glutamine-fructose-6-phosphate transaminase,gln__L_c + f6p_c  -> glu__L_c + gam6p_c ,2.6.1.16,66892.43,15.81
DXPS,1-deoxy-D-xylulose 5-phosphate synthase,h_c + g3p_c + pyr_c  -> dxyl5p_c + co2_c ,2.2.1.7,67614.89,2.6
METSOXR1,L-methionine-S-oxide reductase,trdrd_c + metsox_S__L_c  -> met__L_c + trdox_c + h2o_c ,1.8.4.11,68243.46,0.048
METGLCUR,1-O-Methyl-Beta-D-glucuronidase,metglcur_c + h2o_c  -> glcur_c + meoh_c ,3.2.1.31,68444.9,0.001
MLTG3,Maltodextrin glucosidase (maltopentaose),maltpt_c + h2o_c  -> glc__D_c + maltttr_c ,3.2.1.20,69038.91,845
MLTG2,Maltodextrin glucosidase (maltotetraose),maltttr_c + h2o_c  -> glc__D_c + malttr_c ,3.2.1.20,69038.91,845
MLTG1,Maltodextrin glucosidase (maltotriose),h2o_c + malttr_c  -> malt_c + glc__D_c ,3.2.1.20,69038.91,26.6
MLTG4,Maltodextrin glucosidase (maltohexaose),malthx_c + h2o_c  -> glc__D_c + maltpt_c ,3.2.1.20,69038.91,845
MLTG5,Maltodextrin glucosidase (maltoheptaose),h2o_c + malthp_c  -> glc__D_c + malthx_c ,3.2.1.20,69038.91,845
DXYLTD_f,D-xylonate dehydratase,dxylnt_c  -> h2o_c + 2ddara_c ,4.2.1.82,69705.995,368.4865
DXYLTD_b,D-xylonate dehydratase,h2o_c + 2ddara_c  -> dxylnt_c ,4.2.1.82,69705.995,10
MALS,Malate synthase,accoa_c + glx_c + h2o_c  -> h_c + mal__L_c + coa_c ,2.3.3.9,70378.985,48.1
GSPMDA,Glutathionylspermidine amidase,gtspmd_c + h2o_c  -> gthrd_c + spmd_c ,3.5.1.78,70529.86,2.1
GSPMDS,Glutathionylspermidine synthetase,gthrd_c + atp_c + spmd_c  -> h_c + adp_c + pi_c + gtspmd_c ,6.3.1.8,70529.86,4.2
OXDHCOAT,"3-oxo-5,6-dehydrosuberyl-CoA thiolase",3oxdhscoa_c + coa_c  -> accoa_c + 23dhacoa_c ,2.3.1.174,70661.18,7.8
ACCOAL,Acetate-CoA ligase (ADP-forming),atp_c + ppa_c + coa_c  -> adp_c + pi_c + ppcoa_c ,"6.2.1.1, 6.2.1.17",70720.05,51.46666667
23PDE2pp,"2',3'-cyclic-nucleotide phosphodiesterase (UMP) (periplasm)",h2o_p + 23cump_p  -> h_p + 3ump_p ,3.1.4.16,70829.96,7.63
23PDE4pp,"2',3'-cyclic-nucleotide phosphodiesterase (CMP) (periplasm)",h2o_p + 23ccmp_p  -> h_p + 3cmp_p ,3.1.4.16,70829.96,7.63
23PDE9pp,"2',3'-cyclic-nucleotide phosphodiesterase (GMP) (periplasm)",h2o_p + 23cgmp_p  -> h_p + 3gmp_p ,3.1.4.16,70829.96,1.97
23PDE7pp,"2',3'-cyclic-nucleotide phosphodiesterase (AMP) (periplasm)",h2o_p + 23camp_p  -> h_p + 3amp_p ,3.1.4.16,70829.96,7.63
AMPMS2,4-amino-2-methyl-5-phosphomethylpyrimidine synthetase,nad_c + air_c + h2o_c  -> 3 h_c + 4ampm_c + nadh_c + 2 for_c ,4.1.99.17,70848.21,2.848283333
SUCOAS_f,Succinyl-CoA synthetase (ADP-forming),atp_c + succ_c + coa_c  -> adp_c + pi_c + succoa_c ,6.2.1.5,71150.16,26.21
SUCOAS_b,Succinyl-CoA synthetase (ADP-forming),adp_c + pi_c + succoa_c  -> atp_c + succ_c + coa_c ,6.2.1.5,71150.16,201
TRPS2,Tryptophan synthase (indole),ser__L_c + indole_c  -> trp__L_c + h2o_c ,4.2.1.20,71687.15,3.695
TRPS3,Tryptophan synthase (indoleglycerol phosphate),3ig3p_c  -> g3p_c + indole_c ,4.2.1.20,71687.15,1.49325
TRPS1,Tryptophan synthase (indoleglycerol phosphate),ser__L_c + 3ig3p_c  -> g3p_c + trp__L_c + h2o_c ,4.2.1.20,71687.15,2.1925
ADCS,4-amino-4-deoxychorismate synthase,chor_c + gln__L_c  -> glu__L_c + 4adcho_c ,2.6.1.85,71721.23,0.67
ACS,Acetyl-CoA synthetase,ac_c + atp_c + coa_c  -> accoa_c + ppi_c + amp_c ,6.2.1.1,72091.36,66.6
IPPMIb_f,2-isopropylmalate hydratase,h2o_c + 2ippm_c  -> 3c3hmp_c ,4.2.1.33,72349.17,10
IPPMIa_f,3-isopropylmalate dehydratase,3c2hmp_c  -> h2o_c + 2ippm_c ,4.2.1.33,72349.17,368.4865
IPPMIb_b,2-isopropylmalate hydratase,3c3hmp_c  -> h2o_c + 2ippm_c ,4.2.1.33,72349.17,368.4865
IPPMIa_b,3-isopropylmalate dehydratase,h2o_c + 2ippm_c  -> 3c2hmp_c ,4.2.1.33,72349.17,10
TKT1_f,Transketolase,r5p_c + xu5p__D_c  -> g3p_c + s7p_c ,2.2.1.1,72625.085,4.24375
TKT2_f,Transketolase,xu5p__D_c + e4p_c  -> g3p_c + f6p_c ,2.2.1.1,72625.085,22.9
TKT1_b,Transketolase,g3p_c + s7p_c  -> r5p_c + xu5p__D_c ,2.2.1.1,72625.085,73.5
TKT2_b,Transketolase,g3p_c + f6p_c  -> xu5p__D_c + e4p_c ,2.2.1.1,72625.085,85.25
